"1";"3835";"PSP19";"2008-05-11 13:00:04";"0";"1"
"2";"3835";"PSP19";"2008-05-11 13:00:10";"1";"1"
"3";"3835";"REV5764";"2008-05-11 13:00:26";"0";"1"
"4";"3835";"REV5764";"2008-05-11 13:00:36";"1";"1"
"5";"3835";"DSN1";"2008-05-11 13:04:46";"0";"1"
"6";"3835";"DSN1";"2008-05-11 13:04:52";"1";"1"
"7";"15000";"PSP7";"2008-05-11 13:11:22";"0";"1"
"8";"15000";"PSP7";"2008-05-11 13:11:33";"1";"1"
"9";"10959";"DS1";"2008-05-11 13:12:38";"0";"1"
"10";"10959";"DS2";"2008-05-11 13:13:03";"0";"1"
"11";"10959";"DS3";"2008-05-11 13:13:11";"0";"1"
"12";"10959";"DS4";"2008-05-11 13:13:20";"0";"1"
"13";"2106";"REV5812";"2008-05-11 13:56:45";"0";"1"
"14";"2106";"REV5811";"2008-05-11 13:56:51";"0";"1"
"15";"2106";"REV5811";"2008-05-11 13:57:14";"1";"1"
"16";"2106";"REV5811";"2008-05-11 13:57:17";"0";"1"
"17";"4300";"R1156";"2008-05-11 13:57:54";"0";"1"
"18";"3835";"R1149";"2008-05-11 13:59:25";"0";"1"
"19";"3384";"rev5818";"2008-05-13 13:23:36";"0";"1"
"20";"3384";"rev5823";"2008-05-13 13:23:40";"0";"1"
"21";"3384";"rev5817";"2008-05-13 13:23:43";"0";"1"
"22";"3384";"rev5819";"2008-05-13 13:23:47";"0";"1"
"23";"3384";"rev5815";"2008-05-13 13:23:50";"0";"1"
"24";"3384";"rev5814";"2008-05-13 13:23:55";"0";"1"
"25";"4300";"r1148";"2008-05-13 13:24:46";"0";"1"
"26";"5870";"vp395";"2008-05-13 13:25:47";"0";"1"
"27";"5870";"vp394";"2008-05-13 13:25:50";"0";"1"
"28";"5870";"rev5822";"2008-05-13 13:25:53";"0";"1"
"29";"5870";"rev5820";"2008-05-13 13:25:55";"0";"1"
"30";"15006";"rev5764";"2008-05-13 13:27:59";"0";"1"
"31";"15006";"2ps44";"2008-05-13 13:28:05";"0";"1"
"32";"15006";"2ps53";"2008-05-13 13:28:08";"0";"1"
"33";"15006";"2ps78";"2008-05-13 13:28:10";"0";"1"
"34";"4300";"R994";"2008-05-13 13:28:52";"0";"1"
"35";"3000";"R1144";"2008-05-13 13:31:35";"0";"1"
"36";"3000";"S214";"2008-05-13 13:31:38";"0";"1"
"37";"30001";"WII4";"2008-05-13 13:36:32";"0";"1"
"38";"30001";"WII3";"2008-05-13 13:36:38";"0";"1"
"39";"30001";"WII2";"2008-05-13 13:36:42";"0";"1"
"40";"30001";"WII1";"2008-05-13 13:36:47";"0";"1"
"41";"30001";"WIIN1";"2008-05-13 13:36:54";"0";"1"
"42";"2106";"REV5798";"2008-05-13 13:37:18";"0";"1"
"43";"3384";"REV5794";"2008-05-13 13:39:34";"0";"1"
"44";"3384";"REV5796";"2008-05-13 13:39:38";"0";"1"
"45";"2713";"S215";"2008-05-13 13:40:01";"0";"1"
"46";"2713";"REV5805";"2008-05-13 13:40:04";"0";"1"
"47";"9438";"REV5795";"2008-05-13 13:48:55";"0";"1"
"48";"9438";"REV5790";"2008-05-13 13:49:00";"0";"1"
"49";"9438";"REV5786";"2008-05-13 13:49:05";"0";"1"
"50";"14447";"2PS29";"2008-05-13 13:54:43";"0";"1"
"51";"14447";"2PS28";"2008-05-13 13:54:47";"0";"1"
"52";"14447";"2PS48";"2008-05-13 13:54:49";"0";"1"
"53";"14447";"2PS67";"2008-05-13 13:54:50";"0";"1"
"54";"3145";"DVD164";"2008-05-13 13:56:16";"0";"1"
"55";"3145";"REV5806";"2008-05-13 13:56:25";"0";"1"
"56";"3145";"REV5810";"2008-05-13 13:56:29";"0";"1"
"57";"3145";"REV5739";"2008-05-13 13:56:34";"0";"1"
"58";"10836";"CD1069";"2008-05-13 14:06:20";"0";"1"
"59";"10836";"CD1087";"2008-05-13 14:06:23";"0";"1"
"60";"10836";"CD1086";"2008-05-13 14:06:25";"0";"1"
"61";"10836";"CD1140";"2008-05-13 14:06:28";"0";"1"
"62";"10836";"CD1151";"2008-05-13 14:06:30";"0";"1"
"63";"10836";"CD1062";"2008-05-13 14:06:33";"0";"1"
"64";"10836";"CD1069";"2008-05-13 14:08:45";"1";"1"
"65";"10836";"CD1069";"2008-05-13 14:08:54";"0";"1"
"66";"3384";"CD2145";"2008-05-13 14:13:08";"0";"1"
"67";"5720";"CD56";"2008-05-13 14:16:06";"0";"1"
"68";"2106";"BD1272";"2008-05-20 12:55:39";"0";"1"
"69";"2106";"BD826";"2008-05-20 12:55:47";"0";"1"
"70";"2106";"BD825";"2008-05-20 12:55:51";"0";"1"
"71";"2106";"BD824";"2008-05-20 12:55:55";"0";"1"
"72";"2106";"BD824";"2008-05-20 12:56:15";"1";"1"
"73";"2106";"BD824";"2008-05-20 12:56:19";"0";"1"
"74";"2106";"REV5812";"2008-05-20 13:21:25";"1";"1"
"75";"2106";"BD713";"2008-05-20 13:21:31";"0";"1"
"76";"2106";"BD713";"2008-05-20 13:21:39";"1";"1"
"77";"2106";"BD1271";"2008-05-20 13:22:22";"0";"1"
"78";"15744";"REV5477";"2008-05-20 13:24:19";"0";"1"
"79";"15744";"REV5477";"2008-05-20 13:24:21";"1";"1"
"80";"5870";"VP395";"2008-05-20 13:28:13";"1";"1"
"81";"5870";"VP394";"2008-05-20 13:28:16";"1";"1"
"82";"5870";"REV5820";"2008-05-20 13:28:27";"1";"1"
"83";"5870";"REV5822";"2008-05-20 13:28:30";"1";"1"
"84";"5870";"REV5825";"2008-05-20 13:29:04";"0";"1"
"85";"2330";"CD2133";"2008-05-20 13:30:19";"0";"1"
"86";"2330";"R1146";"2008-05-20 13:30:23";"0";"1"
"87";"2330";"REV5791";"2008-05-20 13:30:29";"0";"1"
"88";"2330";"REV5792";"2008-05-20 13:30:32";"0";"1"
"89";"2330";"REV5552";"2008-05-20 13:30:35";"0";"1"
"90";"4654";"CD1199";"2008-05-20 13:31:43";"0";"1"
"91";"2";"REV5799";"2008-05-20 13:34:03";"0";"1"
"92";"2";"REV5813";"2008-05-20 13:34:06";"0";"1"
"93";"2";"REV5776";"2008-05-20 13:34:08";"0";"1"
"94";"30001";"WII4";"2008-05-20 13:34:44";"1";"1"
"95";"30001";"WII3";"2008-05-20 13:34:49";"1";"1"
"96";"30001";"WII2";"2008-05-20 13:34:51";"1";"1"
"97";"30001";"WII1";"2008-05-20 13:34:54";"1";"1"
"98";"30001";"WIIN1";"2008-05-20 13:35:06";"1";"1"
"99";"30001";"REV5697";"2008-05-20 13:35:20";"0";"1"
"100";"30001";"REV5741";"2008-05-20 13:35:23";"0";"1"
"101";"5720";"REV5824";"2008-05-20 13:35:37";"0";"1"
"102";"5720";"CD2147";"2008-05-20 13:35:40";"0";"1"
"103";"16830";"DVD72";"2008-05-20 13:36:16";"0";"1"
"104";"15772";"CD2142";"2008-05-20 13:40:18";"0";"1"
"105";"15772";"CD644";"2008-05-20 13:40:19";"0";"1"
"106";"15772";"CD598";"2008-05-20 13:40:21";"0";"1"
"107";"15772";"CD964";"2008-05-20 13:40:24";"0";"1"
"108";"15006";"BD1200";"2008-05-20 13:41:17";"0";"1"
"109";"851";"BD1268";"2008-05-20 13:41:44";"0";"1"
"110";"851";"REV5812";"2008-05-20 13:41:49";"0";"1"
"111";"851";"BD1264";"2008-05-20 13:41:53";"0";"1"
"112";"16830";"DVD72";"2008-05-20 13:46:40";"1";"1"
"113";"16820";"DVD72";"2008-05-20 13:46:47";"0";"1"
"114";"3145";"DVD164";"2008-05-20 13:47:32";"1";"1"
"115";"3145";"REV5806";"2008-05-20 13:47:37";"1";"1"
"116";"3145";"REV5810";"2008-05-20 13:47:41";"1";"1"
"117";"3145";"VP394";"2008-05-20 13:47:54";"0";"1"
"118";"3145";"REV5820";"2008-05-20 13:47:56";"0";"1"
"119";"3145";"BD1266";"2008-05-20 13:47:59";"0";"1"
"120";"3145";"BD1265";"2008-05-20 13:48:03";"0";"1"
"121";"3145";"BD1273";"2008-05-20 13:48:07";"0";"1"
"122";"3145";"BD1270";"2008-05-20 13:48:09";"0";"1"
"123";"5785";"REV5710";"2008-05-20 13:48:42";"0";"1"
"124";"5785";"REV5749";"2008-05-20 13:48:46";"0";"1"
"125";"5785";"REV5706";"2008-05-20 13:48:49";"0";"1"
"126";"9438";"REV5786";"2008-05-20 13:50:32";"1";"1"
"127";"9438";"REV5795";"2008-05-20 13:50:39";"1";"1"
"128";"9438";"REV5790";"2008-05-20 13:50:43";"1";"1"
"129";"9438";"DVD170";"2008-05-20 13:50:56";"0";"1"
"130";"9438";"G8";"2008-05-20 13:51:01";"0";"1"
"131";"9438";"REV5775";"2008-05-20 13:51:05";"0";"1"
"132";"15744";"REV5546";"2008-05-20 13:51:31";"0";"1"
"133";"15744";"REV5590";"2008-05-20 13:51:34";"0";"1"
"134";"15744";"REV5758";"2008-05-20 13:51:38";"0";"1"
"135";"15744";"REV5548";"2008-05-20 13:51:41";"0";"1"
"136";"1508";"D490";"2008-05-20 13:53:26";"0";"1"
"137";"1508";"D489";"2008-05-20 13:53:29";"0";"1"
"138";"1508";"BD1274";"2008-05-20 13:53:33";"0";"1"
"139";"1508";"BD1275";"2008-05-20 13:53:36";"0";"1"
"140";"10959";"CD3023";"2008-05-20 13:58:17";"0";"1"
"141";"10959";"S217";"2008-05-20 14:03:08";"0";"1"
"142";"10959";"S216";"2008-05-20 14:03:13";"0";"1"
"143";"10836";"cd1140";"2008-05-20 14:07:42";"1";"1"
"144";"10836";"cd1062";"2008-05-20 14:07:46";"1";"1"
"145";"10836";"cd1069";"2008-05-20 14:07:57";"1";"1"
"146";"10836";"cd1086";"2008-05-20 14:08:00";"1";"1"
"147";"10836";"cd1087";"2008-05-20 14:08:02";"1";"1"
"148";"10836";"cd1151";"2008-05-20 14:08:05";"1";"1"
"149";"851";"CD2150";"2008-05-24 12:46:41";"0";"1"
"150";"851";"CD3042";"2008-05-24 12:46:46";"0";"1"
"151";"851";"CD3042";"2008-05-24 12:49:55";"1";"1"
"152";"851";"CD3042";"2008-05-24 12:49:58";"0";"1"
"153";"5870";"REV5827";"2008-05-24 13:46:04";"0";"1"
"154";"4300";"REV5766";"2008-05-24 13:46:42";"0";"1"
"155";"4300";"REV5829";"2008-05-24 13:46:48";"0";"1"
"156";"4300";"REV5828";"2008-05-24 13:47:14";"0";"1"
"157";"3835";"CD2157";"2008-05-24 13:55:57";"0";"1"
"158";"3835";"CD2156";"2008-05-24 13:55:59";"0";"1"
"159";"4300";"REV5832";"2008-05-25 14:00:17";"0";"1"
"160";"1450";"REV5767";"2008-05-26 13:49:02";"0";"1"
"161";"1450";"REV5795";"2008-05-26 13:49:05";"0";"1"
"162";"3835";"cd2157";"2008-05-27 12:57:51";"1";"1"
"163";"3835";"r1149";"2008-05-27 12:57:55";"1";"1"
"164";"3384";"REV5801";"2008-05-27 13:03:26";"0";"1"
"165";"3384";"REV5801";"2008-05-27 13:03:32";"1";"1"
"166";"3384";"REV5814";"2008-05-27 13:03:37";"1";"1"
"167";"3384";"REV5796";"2008-05-27 13:03:47";"1";"1"
"168";"3384";"REV5818";"2008-05-27 13:03:50";"1";"1"
"169";"3384";"REV5794";"2008-05-27 13:03:53";"1";"1"
"170";"3384";"REV5797";"2008-05-27 13:04:18";"0";"1"
"171";"3384";"REV5830";"2008-05-27 13:04:21";"0";"1"
"172";"3384";"REV5831";"2008-05-27 13:04:25";"0";"1"
"173";"851";"REV5812";"2008-05-27 13:24:11";"1";"1"
"174";"851";"BD1264";"2008-05-27 13:24:22";"1";"1"
"175";"851";"BD1268";"2008-05-27 13:24:29";"1";"1"
"176";"30001";"REV5741";"2008-05-27 13:25:21";"1";"1"
"177";"30001";"REV5697";"2008-05-27 13:25:24";"1";"1"
"178";"3835";"R1152";"2008-05-27 13:25:49";"0";"1"
"179";"3835";"R1133";"2008-05-27 13:25:55";"0";"1"
"180";"2106";"REV5811";"2008-05-27 13:26:46";"1";"1"
"181";"2106";"BD1269";"2008-05-27 13:26:55";"0";"1"
"182";"2106";"BD1276";"2008-05-27 13:26:56";"0";"1"
"183";"2106";"BD1255";"2008-05-27 13:26:59";"0";"1"
"184";"2106";"bd1254";"2008-05-27 13:27:00";"0";"1"
"185";"2106";"cd3035";"2008-05-27 13:27:16";"0";"1"
"186";"5870";"rev5827";"2008-05-27 13:27:44";"1";"1"
"187";"5870";"rev5825";"2008-05-27 13:27:45";"1";"1"
"188";"4300";"rev5827";"2008-05-27 13:28:01";"0";"1"
"189";"30001";"cd1248";"2008-05-27 13:30:09";"0";"1"
"190";"30001";"rev5576";"2008-05-27 13:30:11";"0";"1"
"191";"30001";"rev5589";"2008-05-27 13:30:13";"0";"1"
"192";"4654";"cd1199";"2008-05-27 13:30:48";"1";"1"
"193";"5720";"cd92";"2008-05-27 13:31:34";"0";"1"
"194";"5720";"cd102";"2008-05-27 13:31:35";"0";"1"
"195";"5720";"rev5801";"2008-05-27 13:31:44";"0";"1"
"196";"851";"bd1267";"2008-05-27 13:32:39";"0";"1"
"197";"851";"rev5814";"2008-05-27 13:32:43";"0";"1"
"198";"851";"rev5818";"2008-05-27 13:32:50";"0";"1"
"199";"851";"r1149";"2008-05-27 13:32:54";"0";"1"
"200";"15006";"2ps44";"2008-05-27 13:38:36";"1";"1"
"201";"15006";"2ps53";"2008-05-27 13:38:41";"1";"1"
"202";"15006";"2ps78";"2008-05-27 13:38:45";"1";"1"
"203";"15006";"2ps44";"2008-05-27 13:39:16";"0";"1"
"204";"15006";"2ps44";"2008-05-27 13:39:36";"1";"1"
"205";"15006";"2ps2";"2008-05-27 13:40:12";"0";"1"
"206";"15006";"2ps25";"2008-05-27 13:40:25";"0";"1"
"207";"15006";"2ps3";"2008-05-27 13:40:28";"0";"1"
"208";"15006";"2ps59";"2008-05-27 13:40:32";"0";"1"
"209";"15006";"2ps78";"2008-05-27 13:40:45";"0";"1"
"210";"15006";"2ps78";"2008-05-27 13:40:49";"1";"1"
"211";"3145";"vp394";"2008-05-27 13:41:46";"1";"1"
"212";"3145";"rev5739";"2008-05-27 13:41:52";"1";"1"
"213";"3145";"rev5820";"2008-05-27 13:41:55";"1";"1"
"214";"3145";"bd1266";"2008-05-27 13:42:01";"1";"1"
"215";"3145";"bd1270";"2008-05-27 13:42:04";"1";"1"
"216";"3145";"bd1273";"2008-05-27 13:42:06";"1";"1"
"217";"3145";"bd1265";"2008-05-27 13:42:08";"1";"1"
"218";"3145";"bd1258";"2008-05-27 13:42:22";"0";"1"
"219";"3145";"bd1257";"2008-05-27 13:42:26";"0";"1"
"220";"3145";"bd1260";"2008-05-27 13:42:28";"0";"1"
"221";"3145";"bd1268";"2008-05-27 13:42:31";"0";"1"
"222";"3145";"rev5811";"2008-05-27 13:42:38";"0";"1"
"223";"3145";"rev5794";"2008-05-27 13:42:42";"0";"1"
"224";"3145";"rev5812";"2008-05-27 13:42:46";"0";"1"
"225";"851";"cd3031";"2008-05-27 13:47:35";"0";"1"
"226";"1508";"d490";"2008-05-27 13:48:11";"1";"1"
"227";"1508";"d489";"2008-05-27 13:48:14";"1";"1"
"228";"2713";"rev5807";"2008-05-27 13:52:10";"0";"1"
"229";"2713";"rev5800";"2008-05-27 13:52:24";"0";"1"
"230";"1508";"wiin1";"2008-05-27 13:55:03";"0";"1"
"231";"1508";"wii2";"2008-05-27 13:55:12";"0";"1"
"232";"1508";"wii4";"2008-05-27 13:55:20";"0";"1"
"233";"1508";"wii1";"2008-05-27 13:55:29";"0";"1"
"234";"1508";"wii3";"2008-05-27 13:55:36";"0";"1"
"235";"1508";"rev5308";"2008-05-27 13:55:56";"0";"1"
"236";"1400";"rev5704";"2008-05-27 13:56:31";"0";"1"
"237";"1400";"rev5759";"2008-05-27 13:56:34";"0";"1"
"238";"1400";"rev5737";"2008-05-27 13:56:38";"0";"1"
"239";"1400";"rev5789";"2008-05-27 13:56:46";"0";"1"
"240";"1400";"rev5737";"2008-05-27 13:56:47";"1";"1"
"241";"1400";"rev5759";"2008-05-27 13:56:49";"1";"1"
"242";"1400";"rev5704";"2008-05-27 13:56:52";"1";"1"
"243";"1400";"rev5759";"2008-05-27 13:57:02";"0";"1"
"244";"1400";"rev5759";"2008-05-27 13:57:04";"1";"1"
"245";"1400";"rev5789";"2008-05-27 13:57:08";"1";"1"
"246";"1400";"rev5783";"2008-05-27 13:57:20";"0";"1"
"247";"1400";"rev5733";"2008-05-27 13:57:22";"0";"1"
"248";"1400";"rev5796";"2008-05-27 13:57:24";"0";"1"
"249";"1400";"rev5786";"2008-05-27 13:57:26";"0";"1"
"250";"1400";"rev5825";"2008-05-27 13:57:27";"0";"1"
"251";"2995";"cd2134";"2008-05-27 14:00:11";"0";"1"
"252";"2995";"cd2134";"2008-05-27 14:00:19";"1";"1"
"253";"2995";"cd2144";"2008-05-27 14:00:21";"0";"1"
"254";"2995";"cd2144";"2008-05-27 14:00:23";"1";"1"
"255";"2995";"cd3034";"2008-05-27 14:00:36";"0";"1"
"256";"2995";"cd3033";"2008-05-27 14:00:41";"0";"1"
"257";"2995";"cd3036";"2008-05-27 14:00:43";"0";"1"
"258";"2995";"cd3037";"2008-05-27 14:00:45";"0";"1"
"259";"2995";"cd3040";"2008-05-27 14:00:47";"0";"1"
"260";"2995";"cd3041";"2008-05-27 14:00:49";"0";"1"
"261";"2995";"cd3043";"2008-05-27 14:00:51";"0";"1"
"262";"2995";"cd3038";"2008-05-27 14:00:54";"0";"1"
"263";"17765";"r1145";"2008-05-27 14:01:39";"0";"1"
"264";"17765";"r1145";"2008-05-27 14:01:41";"1";"1"
"265";"17765";"r1134";"2008-05-27 14:01:54";"0";"1"
"266";"17765";"d486";"2008-05-27 14:01:57";"0";"1"
"267";"17765";"cd2158";"2008-05-27 14:03:40";"0";"1"
"268";"17765";"cd3039";"2008-05-27 14:03:43";"0";"1"
"269";"17765";"cd3030";"2008-05-27 14:03:45";"0";"1"
"270";"17765";"cd3032";"2008-05-27 14:03:47";"0";"1"
"271";"2";"rev5813";"2008-05-27 14:05:22";"1";"1"
"272";"2";"rev5799";"2008-05-27 14:05:27";"1";"1"
"273";"2";"rev5776";"2008-05-27 14:05:30";"1";"1"
"274";"2";"rev5759";"2008-05-27 14:05:52";"0";"1"
"275";"2";"rev5806";"2008-05-27 14:05:58";"0";"1"
"276";"4300";"REV5832";"2008-06-01 13:38:19";"1";"1"
"277";"4300";"REV5766";"2008-06-01 13:38:25";"1";"1"
"278";"4300";"REV5829";"2008-06-01 13:38:30";"1";"1"
"279";"4300";"REV5828";"2008-06-01 13:38:33";"1";"1"
"280";"4300";"R1145";"2008-06-01 13:50:04";"0";"1"
"281";"10959";"ds4";"2008-06-04 13:03:32";"1";"1"
"282";"10959";"ds2";"2008-06-04 13:03:35";"1";"1"
"283";"10959";"ds3";"2008-06-04 13:03:38";"1";"1"
"284";"10959";"ds1";"2008-06-04 13:03:42";"1";"1"
"285";"10959";"dsn1";"2008-06-04 13:03:51";"0";"1"
"286";"10959";"dsn1";"2008-06-04 13:03:54";"1";"1"
"287";"15000";"BD649";"2008-06-04 13:08:40";"0";"1"
"288";"15000";"BD651";"2008-06-04 13:08:49";"0";"1"
"289";"15000";"BD688";"2008-06-04 13:08:57";"0";"1"
"290";"15000";"BD686";"2008-06-04 13:09:04";"0";"1"
"291";"15000";"DVD171";"2008-06-04 13:10:51";"0";"1"
"292";"851";"CD2150";"2008-06-04 13:19:07";"1";"1"
"293";"851";"R1142";"2008-06-04 13:19:16";"0";"1"
"294";"851";"R1142";"2008-06-04 13:19:58";"1";"1"
"295";"851";"REV5818";"2008-06-04 13:20:03";"1";"1"
"296";"851";"REV5814";"2008-06-04 13:20:06";"1";"1"
"297";"851";"CD3042";"2008-06-04 13:21:37";"1";"1"
"298";"851";"CD2157";"2008-06-04 13:23:50";"0";"1"
"299";"851";"CD2157";"2008-06-04 13:26:13";"1";"1"
"300";"851";"CD2157";"2008-06-04 13:26:16";"0";"1"
"301";"5870";"REV5839";"2008-06-04 13:28:17";"0";"1"
"302";"15744";"REV5590";"2008-06-04 13:28:47";"1";"1"
"303";"15744";"REV5758";"2008-06-04 13:28:49";"1";"1"
"304";"15744";"REV5548";"2008-06-04 13:28:52";"1";"1"
"305";"15744";"REV5546";"2008-06-04 13:28:54";"1";"1"
"306";"5870";"CD2118";"2008-06-04 13:29:21";"0";"1"
"307";"5870";"CD596";"2008-06-04 13:29:23";"0";"1"
"308";"5870";"DVD169";"2008-06-04 13:29:25";"0";"1"
"309";"5870";"CD2067";"2008-06-04 13:29:27";"0";"1"
"310";"851";"REV5836";"2008-06-04 13:33:57";"0";"1"
"311";"851";"REV5834";"2008-06-04 13:34:01";"0";"1"
"312";"851";"REV5833";"2008-06-04 13:34:04";"0";"1"
"313";"30001";"CD1248";"2008-06-04 13:34:24";"1";"1"
"314";"30001";"rev5589";"2008-06-04 13:34:27";"1";"1"
"315";"30001";"rev5576";"2008-06-04 13:34:30";"1";"1"
"316";"30001";"dsn1";"2008-06-04 13:35:00";"0";"1"
"317";"30001";"ds1";"2008-06-04 13:35:02";"0";"1"
"318";"30001";"ds2";"2008-06-04 13:35:05";"0";"1"
"319";"30001";"ds4";"2008-06-04 13:35:12";"0";"1"
"320";"30001";"dsn1";"2008-06-04 13:35:36";"1";"1"
"321";"30001";"dsn1";"2008-06-04 13:35:39";"0";"1"
"322";"1508";"wii2";"2008-06-04 13:38:16";"1";"1"
"323";"1508";"wii3";"2008-06-04 13:38:19";"1";"1"
"324";"1508";"wii4";"2008-06-04 13:38:21";"1";"1"
"325";"1508";"wii1";"2008-06-04 13:38:24";"1";"1"
"326";"1508";"wiin1";"2008-06-04 13:38:50";"1";"1"
"327";"3145";"bd1257";"2008-06-04 13:40:27";"1";"1"
"328";"3145";"rev5794";"2008-06-04 13:40:30";"1";"1"
"329";"3145";"rev5812";"2008-06-04 13:40:33";"1";"1"
"330";"3145";"bd1260";"2008-06-04 13:40:35";"1";"1"
"331";"3145";"bd1268";"2008-06-04 13:40:38";"1";"1"
"332";"3145";"bd1258";"2008-06-04 13:40:42";"1";"1"
"333";"17765";"cd2158";"2008-06-04 13:43:19";"1";"1"
"334";"17765";"cd3039";"2008-06-04 13:43:22";"1";"1"
"335";"17765";"cd3030";"2008-06-04 13:43:24";"1";"1"
"336";"17765";"cd3029";"2008-06-04 13:43:26";"0";"1"
"337";"17765";"cd3032";"2008-06-04 13:43:30";"1";"1"
"338";"17765";"cd3029";"2008-06-04 13:43:33";"1";"1"
"339";"2";"rev5759";"2008-06-04 13:45:16";"1";"1"
"340";"2";"rev5806";"2008-06-04 13:45:17";"1";"1"
"341";"2";"rev5789";"2008-06-04 13:45:24";"0";"1"
"342";"2";"rev5818";"2008-06-04 13:45:26";"0";"1"
"343";"2";"rev5814";"2008-06-04 13:45:28";"0";"1"
"344";"9438";"DVD170";"2008-06-04 13:45:59";"1";"1"
"345";"9438";"REV5775";"2008-06-04 13:46:03";"1";"1"
"346";"9438";"G8";"2008-06-04 13:46:04";"1";"1"
"347";"9438";"REV5812";"2008-06-04 13:46:19";"0";"1"
"348";"9438";"REV5829";"2008-06-04 13:46:33";"0";"1"
"349";"9438";"REV5766";"2008-06-04 13:46:36";"0";"1"
"350";"9438";"REV5828";"2008-06-04 13:46:39";"0";"1"
"351";"9438";"REV5832";"2008-06-04 13:46:44";"0";"1"
"352";"3145";"BD1259";"2008-06-04 13:47:21";"0";"1"
"353";"3145";"BD1262";"2008-06-04 13:47:28";"0";"1"
"354";"3145";"BD1261";"2008-06-04 13:47:31";"0";"1"
"355";"3145";"REV5835";"2008-06-04 13:49:16";"0";"1"
"356";"15744";"REV5524";"2008-06-04 13:50:09";"0";"1"
"357";"15744";"REV5731";"2008-06-04 13:50:12";"0";"1"
"358";"15744";"REV5741";"2008-06-04 13:50:14";"0";"1"
"359";"15744";"REV5725";"2008-06-04 13:50:16";"0";"1"
"360";"15744";"REV5681";"2008-06-04 13:50:19";"0";"1"
"361";"20199";"WII1";"2008-06-04 13:50:54";"0";"1"
"362";"20199";"WII2";"2008-06-04 13:50:57";"0";"1"
"363";"20199";"WII3";"2008-06-04 13:51:00";"0";"1"
"364";"20199";"WII4";"2008-06-04 13:51:03";"0";"1"
"365";"20199";"WIIN1";"2008-06-04 13:51:11";"0";"1"
"366";"1348";"R1154";"2008-06-04 13:52:21";"0";"1"
"367";"1348";"BD896";"2008-06-04 13:52:24";"0";"1"
"368";"1348";"BD984";"2008-06-04 13:52:27";"0";"1"
"369";"1348";"BD1171";"2008-06-04 13:52:30";"0";"1"
"370";"1348";"BD1173";"2008-06-04 13:52:33";"0";"1"
"371";"2106";"CD3035";"2008-06-04 13:52:52";"1";"1"
"372";"2106";"BD1255";"2008-06-04 13:53:02";"1";"1"
"373";"2106";"BD1254";"2008-06-04 13:53:04";"1";"1"
"374";"2106";"BD1276";"2008-06-04 13:53:06";"1";"1"
"375";"2106";"BD824";"2008-06-04 13:53:08";"1";"1"
"376";"2106";"BD1253";"2008-06-04 13:53:11";"0";"1"
"377";"2106";"BD1269";"2008-06-04 13:53:13";"1";"1"
"378";"2106";"BD825";"2008-06-04 13:53:16";"1";"1"
"379";"2106";"BD1271";"2008-06-04 13:53:19";"1";"1"
"380";"2106";"BD826";"2008-06-04 13:53:23";"1";"1"
"381";"2106";"BD1272";"2008-06-04 13:53:27";"1";"1"
"382";"2106";"BD1253";"2008-06-04 13:53:42";"1";"1"
"383";"2106";"BD1260";"2008-06-04 13:53:57";"0";"1"
"384";"2106";"BD1258";"2008-06-04 13:54:01";"0";"1"
"385";"2106";"BD1270";"2008-06-04 13:54:03";"0";"1"
"386";"2106";"BD1273";"2008-06-04 13:54:06";"0";"1"
"387";"2106";"BD1256";"2008-06-04 13:54:08";"0";"1"
"388";"2106";"BD1257";"2008-06-04 13:54:11";"0";"1"
"389";"17765";"CD708";"2008-06-04 13:54:45";"0";"1"
"390";"17765";"CD3042";"2008-06-04 13:54:48";"0";"1"
"391";"17765";"CD2151";"2008-06-04 13:54:50";"0";"1"
"392";"17765";"CD2150";"2008-06-04 13:54:51";"0";"1"
"393";"2106";"CD1247";"2008-06-04 13:55:16";"0";"1"
"394";"851";"CD3030";"2008-06-04 13:56:19";"0";"1"
"395";"1805";"REV5813";"2008-06-04 13:57:42";"0";"1"
"396";"7710";"CD701";"2008-06-04 14:01:53";"0";"1"
"397";"7710";"CD701";"2008-06-04 14:01:57";"1";"1"
"398";"7710";"CD3010";"2008-06-04 14:04:46";"0";"1"
"399";"7710";"CD781";"2008-06-04 14:04:48";"0";"1"
"400";"7710";"CD640";"2008-06-04 14:04:50";"0";"1"
"401";"7710";"CD609";"2008-06-04 14:04:53";"0";"1"
"402";"7710";"CD608";"2008-06-04 14:04:55";"0";"1"
"403";"15772";"CD2142";"2008-06-04 14:05:32";"1";"1"
"404";"15772";"CD964";"2008-06-04 14:05:34";"1";"1"
"405";"15772";"CD644";"2008-06-04 14:05:39";"1";"1"
"406";"15772";"CD598";"2008-06-04 14:05:42";"1";"1"
"407";"2713";"REV5807";"2008-06-04 14:07:00";"1";"1"
"408";"2713";"REV5740";"2008-06-04 14:07:10";"0";"1"
"409";"15772";"CD1108";"2008-06-04 14:11:47";"0";"1"
"410";"15772";"CD1109";"2008-06-04 14:11:49";"0";"1"
"411";"15772";"CD117";"2008-06-04 14:11:52";"0";"1"
"412";"15772";"CD142";"2008-06-04 14:11:54";"0";"1"
"413";"15772";"CD140";"2008-06-04 14:11:57";"0";"1"
